None: Sentiment Score = 0.46, PRs Contributed = 67
--------------------------------------------------------------------------------
Developer Name: Xing1P
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: cuihp
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: judemanutd
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: colinrtwhite
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: onomated
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: capezzbr
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: LAzyOnline
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: MihailovJava
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: igorperciuleac
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Starscream9559
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: DizzyDuan
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: pallavgrover
Number of Issues Created: 3
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: jehoon77
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: baole
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: to686312
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: icoolguy1995
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: yura-f
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: bshikhar13
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Anmolk22
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: moinkhan-in
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Hitexroid
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: befora
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: xihuxiaolongren
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: belinwu
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: yashasvigirdhar
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: developer--
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Carpten
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: kamranr123
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: realdadfish
Number of Issues Created: 3
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: SuperXpher
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: JackHang
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: jumperson
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Troll4it
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: christianrei
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: foxware00
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Savrov
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: nguyentthai96
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: giftonian
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: wcglws
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: sunfangcheng
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: konradzuwala
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: PLPellegrini
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: theashwin007
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: sagunesh
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: boylenssen
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: boomstack
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: vicpinm
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Elvis10ten
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: xieyingwu
Number of Issues Created: 3
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: favn1585
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: skywang12345
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: yangjiantao
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: kmitj
Number of Issues Created: 3
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: guilmarc
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: dxinl
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: chenhui3014
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: DmcSDK
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Mithrandir21
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: olddustysocksunderthecouch
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: azurh
Number of Issues Created: 3
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: xuuhaoo
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: jpmcosta
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: juanaso
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Cfanyang
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: graycreate
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: davsinghm
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: MrDreamCatcher
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ShreyashPromact
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: XiaoQiWen
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: GTooo
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: xzwzyf0503
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ZhangPeibin
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: asker517
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: BahaaIddinSharqawi
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: samybeng
Number of Issues Created: 3
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: wilburx9
Number of Issues Created: 5
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: zhengfei
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: light12
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: sevar83
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: YBill
Number of Issues Created: 4
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: EGOISTK21
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: mutyala19
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: hasnabbas
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: rohitbhoite
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: mufad
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ParkerK
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: notihs
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: netimen
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ryandailey100
Number of Issues Created: 4
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: djweber
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: sajastu
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Cornflower1991
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: faketon
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: guness
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: vishal-i4gs
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: NirpE
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ajayreddy570
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: CHRehan
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: wjdtncjs
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: labeneator
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: MohamedHamada12
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: lzn202
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: zbldgit
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Gkundu1
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ahaliulang
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: bxjxxyy
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: heroszcy
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: PaulWoitaschek
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: kancic
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: hardikJoshi123
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: VictoryWangV
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: nuli1228588792
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Joky-SSS
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: yaochangliang159
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: paulocoutinhox
Number of Issues Created: 4
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: sundxing
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: showedboy
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: urrabit
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Shyky
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: miguoer
Number of Issues Created: 6
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Sn0wfreezeDev
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: MohammadRezaei92
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: lotuslovenature
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: DCTANT
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: GauthierChan
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: rodly
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: andrewmunn
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: rd-wang
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: clfristoe
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ikarsokolov
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ScottPierce
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: JensSchadron
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: mengtrue
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: PSP-MarkoG
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: fongfuse
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: perracodex
Number of Issues Created: 15
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: rexih
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: sheamartinson
Number of Issues Created: 3
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: dcominottim
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: TangHui123
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: tristanvda
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: cxmmxc
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: hdfywxn
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: JustinTipton
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: yanxinmiao
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: matthieuchemin
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: bbincybbaby
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: arkon
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: csmuthukuda
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: SIARAY
Number of Issues Created: 4
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Clr89
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: kenneth2008
Number of Issues Created: 4
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: devonEdison
Number of Issues Created: 2
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: Sroka
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: rishabh876
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: leftcoding
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: rohithjayan
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: ShaishavGandhi
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: AlaaEddinAlbarghoth
Number of Issues Created: 1
Number of Issues Assigned: 0
Number of Issues Resolved: 0
Average Issue Resolution Time (hours): 0.00
--------------------------------------------------------------------------------
Developer Name: satheesh1000
Number of Issues Created: 1
